               *               *    core_i/load_store_unit_i/U517/output
            4.39            4.49    core_i/load_store_unit_i/rdata_q_reg_25_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_26_/D
            4.29               *    core_i/load_store_unit_i/rdata_q_reg_26_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_26_/RN
            4.39            4.29    core_i/load_store_unit_i/rdata_q_reg_26_/Q
            4.39            4.49    core_i/load_store_unit_i/rdata_q_reg_26_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_27_/D
            4.32               *    core_i/load_store_unit_i/rdata_q_reg_27_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_27_/RN
            4.39            4.32    core_i/load_store_unit_i/rdata_q_reg_27_/Q
            4.39            4.49    core_i/load_store_unit_i/rdata_q_reg_27_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_28_/D
            4.32               *    core_i/load_store_unit_i/rdata_q_reg_28_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_28_/RN
            4.39            4.32    core_i/load_store_unit_i/rdata_q_reg_28_/Q
            4.38            4.48    core_i/load_store_unit_i/rdata_q_reg_28_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_29_/D
            4.31               *    core_i/load_store_unit_i/rdata_q_reg_29_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_29_/RN
            4.38            4.31    core_i/load_store_unit_i/rdata_q_reg_29_/Q
            4.38            4.48    core_i/load_store_unit_i/rdata_q_reg_29_/QN
            0.28            0.31    core_i/load_store_unit_i/rdata_q_reg_10_/D
            4.30               *    core_i/load_store_unit_i/rdata_q_reg_10_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_10_/RN
            4.40            4.30    core_i/load_store_unit_i/rdata_q_reg_10_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_10_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_30_/D
            4.31               *    core_i/load_store_unit_i/rdata_q_reg_30_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_30_/RN
            4.39            4.31    core_i/load_store_unit_i/rdata_q_reg_30_/Q
            4.38            4.48    core_i/load_store_unit_i/rdata_q_reg_30_/QN
            0.28            0.31    core_i/load_store_unit_i/rdata_q_reg_11_/D
            4.32               *    core_i/load_store_unit_i/rdata_q_reg_11_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_11_/RN
            4.40            4.32    core_i/load_store_unit_i/rdata_q_reg_11_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_11_/QN
            0.28            0.31    core_i/load_store_unit_i/rdata_q_reg_8_/D
            4.35               *    core_i/load_store_unit_i/rdata_q_reg_8_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_8_/RN
            4.37            4.35    core_i/load_store_unit_i/rdata_q_reg_8_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_8_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_31_/D
            4.24               *    core_i/load_store_unit_i/rdata_q_reg_31_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_31_/RN
            4.39            4.24    core_i/load_store_unit_i/rdata_q_reg_31_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_31_/QN
            0.28            0.31    core_i/load_store_unit_i/rdata_q_reg_12_/D
            4.32               *    core_i/load_store_unit_i/rdata_q_reg_12_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_12_/RN
            4.40            4.32    core_i/load_store_unit_i/rdata_q_reg_12_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_12_/QN
            0.28            0.31    core_i/load_store_unit_i/rdata_q_reg_9_/D
            4.35               *    core_i/load_store_unit_i/rdata_q_reg_9_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_9_/RN
            4.37            4.35    core_i/load_store_unit_i/rdata_q_reg_9_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_9_/QN
            0.28            0.31    core_i/load_store_unit_i/rdata_q_reg_13_/D
            4.31               *    core_i/load_store_unit_i/rdata_q_reg_13_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_13_/RN
            4.39            4.31    core_i/load_store_unit_i/rdata_q_reg_13_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_13_/QN
            0.28            0.31    core_i/load_store_unit_i/rdata_q_reg_14_/D
            4.31               *    core_i/load_store_unit_i/rdata_q_reg_14_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_14_/RN
            4.40            4.31    core_i/load_store_unit_i/rdata_q_reg_14_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_14_/QN
            0.11            0.19    core_i/load_store_unit_i/U188/B1
            0.58            0.71    core_i/load_store_unit_i/U188/B2
            0.59            0.73    core_i/load_store_unit_i/U188/A
            0.19            0.11    core_i/load_store_unit_i/U188/ZN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_16_/D
            4.29               *    core_i/load_store_unit_i/rdata_q_reg_16_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_16_/RN
            4.37            4.29    core_i/load_store_unit_i/rdata_q_reg_16_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_16_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_17_/D
            4.28               *    core_i/load_store_unit_i/rdata_q_reg_17_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_17_/RN
            4.36            4.28    core_i/load_store_unit_i/rdata_q_reg_17_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_17_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_18_/D
            4.28               *    core_i/load_store_unit_i/rdata_q_reg_18_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_18_/RN
            4.39            4.28    core_i/load_store_unit_i/rdata_q_reg_18_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_18_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_19_/D
            4.28               *    core_i/load_store_unit_i/rdata_q_reg_19_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_19_/RN
            4.39            4.28    core_i/load_store_unit_i/rdata_q_reg_19_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_19_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_20_/D
            4.27               *    core_i/load_store_unit_i/rdata_q_reg_20_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_20_/RN
            4.38            4.27    core_i/load_store_unit_i/rdata_q_reg_20_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_20_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_21_/D
            4.27               *    core_i/load_store_unit_i/rdata_q_reg_21_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_21_/RN
            4.38            4.27    core_i/load_store_unit_i/rdata_q_reg_21_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_21_/QN
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_22_/D
            4.27               *    core_i/load_store_unit_i/rdata_q_reg_22_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_22_/RN
            4.38            4.27    core_i/load_store_unit_i/rdata_q_reg_22_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_22_/QN
            1.01            1.02    core_i/load_store_unit_i/U267/A
            1.42            1.42    core_i/load_store_unit_i/U267/B
            1.01            1.02    core_i/load_store_unit_i/U267/Z
            0.22            0.23    core_i/load_store_unit_i/rdata_q_reg_23_/D
            4.27               *    core_i/load_store_unit_i/rdata_q_reg_23_/CK
               *               *    core_i/load_store_unit_i/rdata_q_reg_23_/RN
            4.40            4.27    core_i/load_store_unit_i/rdata_q_reg_23_/Q
               *               *    core_i/load_store_unit_i/rdata_q_reg_23_/QN
            0.82            0.82    core_i/load_store_unit_i/U77/A1
            1.42            1.33    core_i/load_store_unit_i/U77/A2
            0.82            0.82    core_i/load_store_unit_i/U77/ZN
            0.74            0.59    core_i/load_store_unit_i/U11/A1
            0.19            0.11    core_i/load_store_unit_i/U11/A2
            0.19            0.11    core_i/load_store_unit_i/U11/ZN
            0.94            0.94    core_i/load_store_unit_i/U278/A
            1.42            1.43    core_i/load_store_unit_i/U278/B
            0.94            0.94    core_i/load_store_unit_i/U278/ZN
            0.82            0.82    core_i/load_store_unit_i/U78/A1
            1.38            1.45    core_i/load_store_unit_i/U78/A2
            1.37            1.45    core_i/load_store_unit_i/U78/A3
            1.52            1.55    core_i/load_store_unit_i/U78/A4
            0.82            0.82    core_i/load_store_unit_i/U78/ZN
            0.85            0.85    core_i/load_store_unit_i/U80/A1
            1.41            1.48    core_i/load_store_unit_i/U80/A2
            0.85            0.85    core_i/load_store_unit_i/U80/ZN
            0.86            0.84    core_i/load_store_unit_i/U81/C1
            1.54            1.58    core_i/load_store_unit_i/U81/C2
            1.56            1.58    core_i/load_store_unit_i/U81/A
            1.37            1.43    core_i/load_store_unit_i/U81/B
            0.84            0.86    core_i/load_store_unit_i/U81/ZN
            0.19            0.11    core_i/load_store_unit_i/U10/A1
            0.73            0.59    core_i/load_store_unit_i/U10/A2
            0.68            0.52    core_i/load_store_unit_i/U10/A3
            0.19            0.11    core_i/load_store_unit_i/U10/ZN
            0.82            0.82    core_i/load_store_unit_i/U79/A1
            1.42            1.32    core_i/load_store_unit_i/U79/A2
            0.82            0.82    core_i/load_store_unit_i/U79/ZN
            0.19            0.11    core_i/load_store_unit_i/U207/A1
            0.88            0.73    core_i/load_store_unit_i/U207/A2
            0.11            0.19    core_i/load_store_unit_i/U207/ZN
            0.85            0.85    core_i/load_store_unit_i/U261/A
            1.53            1.56    core_i/load_store_unit_i/U261/B
